id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C01361,Fassi,Rachid,rachid.fassi32@yahoo.fr,1963-01-02,1,ERRACHIDIA,0657463440,2024-01-02,referral
C01362,Chaoui,Adil,adil.chaoui622@menara.ma,1979-01-02,Homme,Tnja,0691722595,2021-04-15,referral
C01363,Bensaid,Hassan,hassan.bensaid916@yahoo.fr,1972-01-02,m,safi,0679082162,21/05/2020,paid_search
C01364,Senhaji,Zineb,zineb.senhaji294@outlook.com,1967-01-02,Femme,Mrakech,0699929358,2022-01-06,paid_search
C01365,Tazi,Hicham,hicham.tazi216@outlook.com,1951-01-02,h,Fez,0684151411,2020-08-07,direct
C01366,Chraibi,Leila,leila.chraibi611@gmail.com,1947-01-02,Femme,SAFI,0693496702,09/03/2023,referral
C01367,Bensaid,Ayoub,ayoub.bensaid63@hotmail.com,1937-01-01,1,Casa,0670319344,2023-10-26,paid_search
C01368,Chaoui,Mohammed,mohammed.chaoui883@outlook.com,1921-01-01,Homme,MARRAKECH,0637344860,14/02/2023,referral
C01369,Senhaji,Sara,sara.senhaji242@yahoo.fr,1997-01-01,female,Tnja,0631087800,2023-03-06,social_media
C01370,Ziani,Nabil,nabil.ziani571@yahoo.fr,1997-01-01,m,FES,0610283548,2020-02-03,referral
C01371,Naciri,Zineb,zineb.naciri389@gmail.com,1931-01-02,F,ERRACHIDIA,0661839427,2020-09-06,organic
C01372,Lahlou,Leila,leila.lahlou393@gmail.com,1981-01-01,Femme,ERRACHIDIA,0697224832,14/05/2021,organic
C01373,Rachidi,Adil,adil.rachidi283@menara.ma,1941-01-01,1,AGADIR,0664850495,2023-04-20,direct
C01374,Alami,Mohammed,mohammed.alami204@gmail.com,1988-01-02,m,SAFI,0654214537,29/02/2024,paid_search
C01375,Alami,Karim,karim.alami925@gmail.com,1926-01-02,male,marrakech,0619908724,Jan 27 2020,paid_search
C01376,Chaoui,Nadia,nadia.chaoui726@gmail.com,1983-01-02,f,EL JADIDA,0682699548,2021-10-25,referral
C01377,Bensaid,Soukaina,invalide_sans_arobase,1987-01-02,female,kenitra,0649487002,2023-02-08,referral
C01378,Moussaoui,Sara,sara.moussaoui622@menara.ma,1942-01-02,F,kénitra,0695265713,2023-03-04,referral
C01379,Bensaid,Soukaina,soukaina.bensaid75@hotmail.com,1957-01-01,Femme,meknes,0686416822,Jul 19 2022,organic
C01380,Alami,Youssef,youssef.alami966@gmail.com,1966-01-02,male,Tétouan,0635068109,2022-02-17,organic
C01381,Ziani,Adil,adil.ziani378@yahoo.fr,1965-01-01,Homme,agadir,0671816745,23/09/2022,direct
C01382,El Mansouri,Samir,samir.el mansouri500@hotmail.com,2002-01-02,m,nador,0647625374,07/07/2020,referral
C01383,Naciri,Sara,sara.naciri273@yahoo.fr,1950-01-02,F,tetouan,0670301220,Apr 19 2020,email
C01384,El Mansouri,Nadia,nadia.el mansouri108@outlook.com,1949-01-01,Femme,Oujda ,0626967677,Jan 06 2020,social_media
C01385,Lahlou,Hicham,invalide_sans_arobase,2005-01-01,m,Fès,0665030442,Jul 17 2021,paid_search
C01386,El Mansouri,Omar,omar.el mansouri286@menara.ma,1940-01-02,h,ERRACHIDIA,0610678721,2020-04-29,referral
C01387,Idrissi,Youssef,youssef.idrissi735@menara.ma,1958-01-02,m,ERRACHIDIA,0610838457,2022-09-13,influencer
C01388,Chraibi,Meryem,meryem.chraibi715@gmail.com,2011-01-02,0,SAFI,0624657555,2023-09-07,social_media
C01389,Benali,Aisha,aisha.benali762@hotmail.com,1955-01-02,F,rabat,0615885467,08/03/2020,influencer
C01390,Karimi,Khadija,soukaina.jamai231@outlook.com,1922-01-02,F,TETOUAN,0685400080,2023-12-27,email
C01391,Chraibi,Adil,adil.chraibi145@outlook.com,1940-01-02,h,SAFI,0656253278,26/09/2020,email
C01392,Drissi,Soukaina,soukaina.drissi424@gmail.com,1946-01-02,female,Fès,0682265483,2020-06-18,influencer
C01393,Idrissi,Mohammed,mohammed.idrissi341@gmail.com,1927-01-02,h,FES,0619223541,Aug 17 2022,social_media
C01394,Idrissi,Zineb,zineb.idrissi537@yahoo.fr,1958-01-02,f,OUJDA,0683238590,2022-06-10,paid_search
C01395,Ziani,Leila,leila.ziani562@yahoo.fr,1973-01-01,F,Fès,0633739994,Oct 13 2021,paid_search
C01396,El Mansouri,Houda,houda.el mansouri554@gmail.com,1955-01-02,f,OUJDA,0670261832,2023-06-23,organic
C01397,Fassi,Houda,houda.fassi211@outlook.com,1935-01-02,F,ERRACHIDIA,0653560692,2020-08-07,direct
C01398,Alami,Hajar,hajar.alami683@outlook.com,2001-01-01,female,Eljadida,0662063088,13/07/2020,direct
C01399,Karimi,Youssef,youssef.karimi825@hotmail.com,1962-01-02,m,Rbat,0613193443,11/04/2022,email
C01400,Idrissi,Karim,karim.idrissi716@gmail.com,2001-01-01,1,MEKNES,0685952511,Jan 01 2022,organic
C01401,Naciri,Youssef,youssef.naciri778@gmail.com,1984-01-02,1,Eljadida,0688946941,15/06/2021,referral
C01402,Ouali,Fatima,fatima.ouali290@gmail.com,1955-01-02,0,Meknès,0683919680,Apr 11 2020,direct
C01403,Alami,Rim,rim.alami936@yahoo.fr,2005-01-01,female,MARRAKECH,0650810571,01/05/2024,social_media
C01404,Idrissi,Mohammed,mohammed.idrissi357@yahoo.fr,1957-01-01,m,Tétouan,0648146203,2020-05-11,email
C01405,Chraibi,Omar,omar.chraibi345@outlook.com,1942-01-02,Homme,el jadida,0660170562,05/11/2023,social_media
C01406,Moussaoui,Karim,karim.moussaoui73@gmail.com,1939-01-02,h,nador,0663389592,15/03/2023,influencer
C01407,Tazi,Ahmed,ahmed.tazi397@menara.ma,1922-01-02,1,KENITRA,0626818338,Jan 07 2024,social_media
C01408,Jamai,Tariq,tariq.jamai315@outlook.com,1983-01-02,m,OUJDA,0671535643,11/02/2022,influencer
C01409,Karimi,Karim,karim.karimi9@yahoo.fr,2010-01-02,m,Fez,0652024054,2021-06-06,paid_search
C01410,Drissi,Hassan,hassan.drissi471@outlook.com,1931-01-02,1,beni mellal,0639371554,2021-03-29,influencer
C01411,Alami,Ahmed,ahmed.alami755@gmail.com,1958-01-02,m,fes,0695524438,Apr 14 2024,referral
C01412,Idrissi,Meryem,meryem.idrissi249@gmail.com,2000-01-02,female,meknes,0628264493,Jun 16 2023,email
C01413,Ouali,Yasmine,yasmine.ouali343@outlook.com,1954-01-02,F,safi,0621774497,16/12/2020,referral
C01414,Fassi,Nadia,nadia.fassi405@gmail.com,1958-01-02,f,errachidia,0671414425,2022-01-27,social_media
C01415,Ouali,Hassan,hassan.ouali475@gmail.com,1955-01-02,m,EL JADIDA,0631757048,07/04/2021,referral
C01416,Gharbi,Youssef,youssef.gharbi442@yahoo.fr,1927-01-02,1,Agdir,0626709159,05/12/2022,paid_search
C01417,Lahlou,Samir,samir.lahlou580@gmail.com,1947-01-02,male,KENITRA,0654602664,31/01/2023,direct
C01418,Ouali,Khadija,khadija.ouali707@menara.ma,1963-01-02,F,tanger,0655589651,29/04/2021,influencer
C01419,Tazi,Ahmed,ahmed.tazi385@outlook.com,1937-01-01,male,Eljadida,0647058987,Nov 10 2021,email
C01420,Drissi,Samir,samir.drissi527@yahoo.fr,1991-01-02,m,Rbat,0638689232,2023-06-13,social_media
C01421,Filali,Youssef,youssef.filali969@yahoo.fr,1976-01-02,male,nador,0627673668,Mar 14 2024,direct
C01422,Naciri,Ahmed,ahmed.naciri998@hotmail.com,1922-01-02,m,Beni Mellal,0611750973,2020-09-18,social_media
C01423,El Mansouri,Hassan,hassan.el mansouri225@yahoo.fr,1966-01-02,1,Fès,0636033313,Mar 25 2020,influencer
C01424,Chaoui,Mehdi,mehdi.chaoui428@hotmail.com,1961-01-01,1,nador,0656229195,04/01/2024,social_media
C01425,Ouali,Zineb,zineb.ouali365@menara.ma,1943-01-02,0,el jadida,0613075969,2023-08-27,referral
C01426,Filali,Amine,amine.filali905@gmail.com,1934-01-02,m,Tétouan,0681254303,2021-03-22,influencer
C01427,Hajji,Hassan,hassan.hajji863@outlook.com,1962-01-02,male,Rbat,0620893092,Feb 19 2021,paid_search
C01428,Senhaji,Fatima,fatima.senhaji58@hotmail.com,1958-01-02,female,el jadida,0661427497,23/04/2021,social_media
C01429,Senhaji,Tariq,tariq.senhaji824@menara.ma,1937-01-01,Homme,marrakech,0669186698,2022-06-02,social_media
C01430,Gharbi,Khadija,khadija.gharbi735@yahoo.fr,1973-01-01,female,RABAT,0635470866,Sep 22 2020,paid_search
C01431,Drissi,Amine,amine.drissi91@hotmail.com,1959-01-02,1,NADOR,0645776413,2023-10-11,direct
C01432,Rachidi,Mehdi,mehdi.rachidi972@outlook.com,1932-01-02,male,nador,0651759819,2023-12-27,referral
C01433,Hajji,Nadia,nadia.hajji206@outlook.com,1994-01-02,female,RABAT,0699484361,2020-04-27,social_media
C01434,Idrissi,Omar,omar.idrissi973@yahoo.fr,1923-01-02,1,Casa,0699719331,19/12/2022,organic
C01435,Idrissi,Hajar,hajar.idrissi379@menara.ma,1923-01-02,Femme,MEKNES,0670871955,02/04/2022,direct
C01436,Chraibi,Hajar,hajar.chraibi344@yahoo.fr,1964-01-02,female,SAFI,0662751253,Mar 02 2022,referral
C01437,Chaoui,Soukaina,soukaina.chaoui442@yahoo.fr,1989-01-01,Femme,agadir,0681871771,Nov 29 2023,referral
C01438,Bensaid,Yasmine,yasmine.bensaid940@hotmail.com,1988-01-02,F,RABAT,0659823728,2023-03-25,email
C01439,Drissi,Sara,hicham.alami713@yahoo.fr,1964-01-02,f,MARRAKECH,0661647782,Sep 07 2020,email
C01440,Idrissi,Samir,samir.idrissi667@outlook.com,1991-01-02,male,Mrakech,0651466066,13/03/2021,organic
C01441,Naciri,Khadija,khadija.naciri226@menara.ma,1924-01-02,f,kénitra,0626372136,Oct 12 2022,influencer
C01442,Fassi,Yasmine,yasmine.fassi146@gmail.com,1954-01-02,F,Mrakech,0630994124,2021-03-04,direct
C01443,Fassi,Hajar,hajar.fassi444@outlook.com,1924-01-02,f,casablanca ,0636037642,Aug 09 2023,influencer
C01444,Senhaji,Nabil,nabil.senhaji421@hotmail.com,1983-01-02,male,meknes,0687484527,30/05/2022,email
C01445,Gharbi,Leila,leila.gharbi480@gmail.com,1929-01-01,Femme,safi,0668965657,2023-01-04,email
C01446,Senhaji,Rim,rim.senhaji675@gmail.com,1950-01-02,0,Casa,0635005914,16/10/2021,influencer
C01447,Naciri,Ahmed,ahmed.naciri28@outlook.com,1923-01-02,m,EL JADIDA,0681012800,09/07/2023,paid_search
C01448,Benali,Ayoub,ayoub.benali204@gmail.com,1967-01-02,1,EL JADIDA,0633623696,2024-01-16,direct
C01449,Chraibi,Tariq,tariq.chraibi877@menara.ma,1964-01-02,h,safi,0641491678,2020-10-30,direct
C01450,Bensaid,Leila,leila.bensaid195@outlook.com,1975-01-02,female,Beni Mellal,0639804324,2024-05-20,social_media
C01451,Naciri,Amine,amine.naciri90@outlook.com,1961-01-01,m,KENITRA,0616115184,2022-11-13,referral
C01452,Drissi,Soukaina,soukaina.drissi783@outlook.com,1986-01-02,f,casablanca,0675953544,2020-09-12,organic
C01453,Tazi,Rim,rim.tazi228@outlook.com,1988-01-02,female,NADOR,0645183616,Dec 29 2022,influencer
C01454,Gharbi,Zineb,zineb.gharbi333@menara.ma,1985-01-01,0,rabat,0678230692,04/02/2020,influencer
C01455,El Mansouri,Nadia,nadia.el mansouri355@outlook.com,1939-01-02,0,Rbat,0657478039,2022-04-09,social_media
C01456,Lahlou,Leila,leila.lahlou672@gmail.com,1930-01-02,0,casablanca,0681346472,2020-04-23,direct
C01457,Drissi,Nadia,zineb.naciri389@gmail.com,1940-01-02,f,NADOR,0629930950,Jan 28 2020,organic
C01458,Moussaoui,Adil,adil.moussaoui179@menara.ma,1975-01-02,male,Tétouan,0673555662,2023-09-07,organic
C01459,Idrissi,Hajar,hajar.idrissi810@menara.ma,1939-01-02,0,errachidia,0659430703,26/06/2020,direct
C01460,Chaoui,Aisha,aisha.chaoui580@hotmail.com,1939-01-02,F,BENI MELLAL,0689513946,09/03/2021,paid_search
C01461,Fassi,Sanaa,sanaa.fassi62@menara.ma,2009-01-01,0,oujda,0699478064,2020-01-31,influencer
C01462,El Mansouri,Aisha,aisha.el mansouri747@gmail.com,1986-01-02,0,Eljadida,0667713148,24/06/2023,referral
C01463,Benali,Houda,houda.benali580@outlook.com,1957-01-01,female,fes,0690791303,2024-04-26,paid_search
C01464,Alami,Rim,rim.alami472@hotmail.com,1943-01-02,female,NADOR,0657300592,Apr 30 2021,social_media
C01465,Drissi,Leila,leila.drissi618@gmail.com,1972-01-02,f,kénitra,0687607161,2023-07-28,social_media
C01466,Benali,Youssef,youssef.benali163@gmail.com,2008-01-02,Homme,EL JADIDA,0646545801,02/08/2021,paid_search
C01467,Alami,Zineb,yasmine.drissi734@gmail.com,1952-01-02,Femme,Marrakesh,0676627264,2022-04-01,paid_search
C01468,Jamai,Yasmine,yasmine.jamai907@gmail.com,1967-01-02,f,Mrakech,0614432708,17/02/2020,email
C01469,Hajji,Hajar,hajar.hajji482@yahoo.fr,1977-01-01,female,tetouan,0672331124,2022-06-22,direct
C01470,Ziani,Sara,sara.ziani713@menara.ma,1923-01-02,F,Meknès,0611067974,2021-01-02,organic
C01471,Fassi,Mehdi,mehdi.fassi474@menara.ma,1981-01-01,m,TETOUAN,0680399918,Jun 25 2023,influencer
C01472,Moussaoui,Khadija,khadija.moussaoui358@hotmail.com,1973-01-01,Femme,SAFI,0639716697,21/09/2021,influencer
C01473,Jamai,Adil,adil.jamai627@gmail.com,1936-01-02,1,Fès,0647015631,30/03/2023,social_media
C01474,Naciri,Yasmine,yasmine.naciri271@gmail.com,1927-01-02,0,rabat,0616408122,2023-04-30,paid_search
C01475,Rachidi,Tariq,tariq.rachidi741@yahoo.fr,1943-01-02,h,SAFI,0623389421,2021-05-25,organic
C01476,Benali,Sara,sara.benali708@yahoo.fr,2006-01-02,Femme,Mrakech,0635865956,10/08/2021,influencer
C01477,Karimi,Sanaa,sanaa.karimi484@outlook.com,2007-01-02,f,TANGER,0647331005,06/03/2023,email
C01478,Chaoui,Yasmine,yasmine.chaoui152@outlook.com,2008-01-02,Femme,CASA,0625408026,21/02/2021,paid_search
C01479,Moussaoui,Imane,imane.moussaoui886@hotmail.com,1987-01-02,F,Agdir,0673263970,05/01/2020,paid_search
C01480,Ziani,Ayoub,ayoub.ziani625@yahoo.fr,1965-01-01,h,Fès,0653923567,2022-03-23,organic
C01481,Tazi,Omar,omar.tazi564@hotmail.com,1988-01-02,1,Rbat,0628217622,Mar 09 2020,social_media
C01482,Jamai,Zineb,zineb.jamai188@hotmail.com,2009-01-01,0,NADOR,0687771867,01/05/2022,direct
C01483,Tazi,Soukaina,soukaina.tazi852@gmail.com,1928-01-02,0,TETOUAN,0661194546,22/03/2024,organic
C01484,Chraibi,Ayoub,ayoub.chraibi92@menara.ma,1952-01-02,Homme,TANGER,0637895721,2021-10-14,social_media
C01485,Fassi,Fatima,fatima.fassi166@outlook.com,1961-01-01,0,MEKNES,0631405453,2021-02-11,referral
C01486,Hajji,Tariq,houda.moussaoui670@outlook.com,1998-01-02,1,errachidia,0640832741,2020-02-14,email
C01487,Ouali,Zineb,zineb.ouali70@gmail.com,1953-01-01,f,MEKNES,0629058172,08/05/2024,referral
C01488,Karimi,Soukaina,soukaina.karimi256@gmail.com,1985-01-01,f,errachidia,0640981524,13/02/2024,influencer
C01489,Rachidi,Imane,amine.chaoui253@menara.ma,1995-01-02,0,KENITRA,0671532475,May 19 2020,influencer
C01490,Ouali,Ahmed,ahmed.ouali735@yahoo.fr,1995-01-02,Homme,ERRACHIDIA,0617850353,Jun 18 2022,direct
C01491,Idrissi,Yasmine,yasmine.idrissi677@outlook.com,1998-01-02,female,AGADIR,0665555398,04/08/2020,influencer
C01492,Idrissi,Ayoub,ayoub.idrissi52@menara.ma,1943-01-02,male,Eljadida,0672969714,2023-07-12,referral
C01493,El Mansouri,Youssef,youssef.el mansouri325@outlook.com,1923-01-02,Homme,Oujda ,0647815498,2023-12-30,referral
C01494,Rachidi,Omar,omar.rachidi256@yahoo.fr,2002-01-02,1,rabat,0621536372,2020-04-06,paid_search
C01495,Lahlou,Omar,omar.lahlou705@outlook.com,1933-01-01,m,meknes,0675059528,19/08/2021,influencer
C01496,El Mansouri,Tariq,tariq.el mansouri361@gmail.com,1979-01-02,Homme,TETOUAN,0624682341,2022-10-08,social_media
C01497,Rachidi,Ayoub,ayoub.rachidi969@menara.ma,1940-01-02,male,rabat,0658414556,2021-08-15,organic
C01498,Moussaoui,Sara,sara.moussaoui696@hotmail.com,1929-01-01,0,errachidia,0610202363,18/11/2023,social_media
C01499,Jamai,Hassan,hassan.jamai310@menara.ma,1972-01-02,h,Meknès,0690425989,Apr 03 2023,organic
C01500,Alami,Zineb,zineb.naciri951@gmail.com,1963-01-02,Femme,Casa,0635429761,01/06/2024,paid_search
C01501,Fassi,Khadija,khadija.fassi407@menara.ma,1935-01-02,female,Fès,0634828471,Jul 15 2022,paid_search
C01502,Fassi,Soukaina,soukaina.fassi164hotmail.com,1960-01-02,F,CASA,0691146225,2020-10-01,email
C01503,Ziani,Youssef,youssef.ziani293@gmail.com,1959-01-02,1,Rbat,0652647161,08/10/2021,direct
C01504,Naciri,Leila,leila.naciri251@menara.ma,1929-01-01,0,SAFI,0699131349,Apr 13 2024,organic
C01505,Chaoui,Houda,houda.chaoui344@hotmail.com,1926-01-02,Femme,CASA,0637482786,2024-01-22,direct
C01506,Idrissi,Mohammed,mohammed.idrissi588@outlook.com,1991-01-02,m,rabat,0622664947,20/12/2020,email
C01507,Filali,Meryem,meryem.filali934@gmail.com,1956-01-02,female,KENITRA,0663883504,Sep 02 2021,organic
C01508,Karimi,Mehdi,mehdi.karimi269@outlook.com,1972-01-02,1,Tnja,0633845304,Mar 13 2023,paid_search
C01509,Senhaji,Rim,rim.senhaji492@yahoo.fr,1962-01-02,Femme,SAFI,0651713824,06/05/2024,referral
C01510,El Mansouri,Hajar,hajar.el mansouri223@hotmail.com,1993-01-01,0,rabat,0635945352,2021-01-09,direct
C01511,Jamai,Mohammed,mohammed.jamai168@outlook.com,1997-01-01,Homme,kénitra,0625021199,03/07/2020,referral
C01512,Naciri,Sara,sara.naciri603@outlook.com,1938-01-02,f,nador,0678945937,2023-12-01,direct
C01513,Hajji,Mohammed,mohammed.hajji897@menara.ma,1923-01-02,1,tanger,0656685693,06/02/2021,referral
C01514,Tazi,Leila,invalide_sans_arobase,2006-01-02,0,MARRAKECH,0681062939,26/04/2021,organic
C01515,Fassi,Meryem,meryem.fassi948@menara.ma,1927-01-02,F,tanger,0670545867,26/03/2022,paid_search
C01516,Ouali,Hicham,hicham.ouali775@menara.ma,1989-01-01,h,ERRACHIDIA,0637359832,Mar 15 2021,paid_search
C01517,Karimi,Mehdi,mehdi.karimi651@gmail.com,1960-01-02,1,meknes,0643263469,07/06/2022,influencer
C01518,Chaoui,Mohammed,mohammed.chaoui195@yahoo.fr,1986-01-02,1,rabat,0682553306,06/11/2022,social_media
C01519,Fassi,Yasmine,yasmine.fassi473@outlook.com,1950-01-02,f,OUJDA,0676170458,2022-02-28,organic
C01520,Chraibi,Soukaina,soukaina.chraibi741@hotmail.com,1930-01-02,F,Casa,0643200403,2024-04-26,social_media
C01521,Ouali,Khadija,khadija.ouali980@menara.ma,1923-01-02,Femme,TETOUAN,0687786608,28/12/2022,referral
C01522,Filali,Sanaa,invalide_sans_arobase,1992-01-02,female,Agdir,0663586934,2022-12-29,social_media
C01523,Drissi,Khadija,khadija.drissi142@hotmail.com,1947-01-02,F,errachidia,0656094205,2021-10-29,email
C01524,Chraibi,Rim,rim.chraibi10@menara.ma,1937-01-01,f,MEKNES,0694208414,2022-08-31,referral
C01525,Ziani,Houda,houda.ziani312@gmail.com,1961-01-01,f,kenitra,0684255393,20/05/2024,email
C01526,Tazi,Nadia,nadia.tazi361@outlook.com,1976-01-02,F,Fès,0625105475,21/04/2022,email
C01527,Chraibi,Meryem,meryem.chraibi352@yahoo.fr,1943-01-02,female,marrakech,0645597373,2021-08-16,influencer
C01528,Chraibi,Samir,samir.chraibi528@menara.ma,1990-01-02,m,RABAT,0628728874,2022-07-28,paid_search
C01529,Bensaid,Meryem,adil.bensaid912@yahoo.fr,1943-01-02,Femme,kenitra,0639721110,02/01/2020,referral
C01530,Filali,Hicham,hicham.filali824@gmail.com,1942-01-02,h,Tétouan,0673582537,Jun 20 2021,direct
C01531,Lahlou,Mehdi,imane.tazi996@hotmail.com,2010-01-02,m,fes,0656293495,2024-01-14,direct
C01532,Ziani,Aisha,aisha.ziani910@outlook.com,1966-01-02,Femme,Casa,0685877745,Jan 27 2021,referral
C01533,Ouali,Houda,houda.ouali584@gmail.com,2009-01-01,F,meknes,0665625918,Aug 09 2023,organic
C01534,Gharbi,Samir,samir.gharbi438@hotmail.com,1982-01-02,Homme,Mrakech,0627653215,16/05/2023,organic
C01535,Idrissi,Zineb,zineb.idrissi682@hotmail.com,1960-01-02,0,marrakech,0660711458,17/10/2020,social_media
C01536,Lahlou,Karim,karim.lahlou626@outlook.com,1971-01-02,male,rabat,0626761671,2023-06-01,social_media
C01537,Chraibi,Ayoub,ayoub.chraibi664@hotmail.com,1948-01-02,Homme,ERRACHIDIA,0650745011,2023-01-13,influencer
C01538,Bensaid,Sanaa,sanaa.bensaid229@outlook.com,1982-01-02,0,agadir,0675645744,Jun 16 2020,email
C01539,Lahlou,Hajar,hajar.lahlou224@gmail.com,1935-01-02,f,beni mellal,0662933653,18/09/2020,organic
C01540,Rachidi,Ayoub,ayoub.rachidi243@yahoo.fr,1991-01-02,male,kénitra,0683226213,2024-02-07,email
C01541,Filali,Hajar,hajar.filali329@outlook.com,1926-01-02,0,NADOR,0628782845,Dec 30 2023,organic
C01542,Senhaji,Aisha,aisha.senhaji336@menara.ma,2003-01-02,Femme,errachidia,0681013661,2023-07-28,email
C01543,Ouali,Hassan,hassan.ouali466@hotmail.com,1965-01-01,1,el jadida,0649938244,Jun 16 2022,direct
C01544,Ouali,Aisha,aisha.ouali122@hotmail.com,1938-01-02,0,Mrakech,0690937930,2021-02-20,social_media
C01545,Tazi,Meryem,meryem.tazi32@yahoo.fr,1958-01-02,f,beni mellal,0642164731,12/08/2023,referral
C01546,Benali,Amine,amine.benali526@menara.ma,1940-01-02,m,el jadida,0674413640,17/01/2023,organic
C01547,Tazi,Imane,imane.tazi446@yahoo.fr,1988-01-02,female,BENI MELLAL,0664840518,Oct 31 2021,social_media
C01548,Hajji,Hajar,hajar.hajji495@outlook.com,1998-01-02,female,NADOR,0635231795,2021-08-22,paid_search
C01549,Rachidi,Aisha,aisha.rachidi454@menara.ma,1961-01-01,f,MARRAKECH,0638172320,2022-03-22,referral
C01550,Moussaoui,Yasmine,yasmine.moussaoui645@menara.ma,2005-01-01,F,Tétouan,0613891393,2023-11-13,organic
C01551,Hajji,Zineb,zineb.hajji592@gmail.com,1924-01-02,0,casablanca,0682518184,02/05/2023,referral
C01552,Jamai,Yasmine,yasmine.jamai175@hotmail.com,1946-01-02,Femme,Tétouan,0692553587,23/01/2024,email
C01553,Tazi,Sara,sara.tazi933@hotmail.com,1969-01-01,Femme,Eljadida,0626967591,27/11/2022,influencer
C01554,El Mansouri,Youssef,youssef.el mansouri74@menara.ma,1943-01-02,h,safi,0650163276,19/12/2022,direct
C01555,Chaoui,Yasmine,yasmine.chaoui474@gmail.com,1944-01-02,Femme,ERRACHIDIA,0623271654,28/06/2021,social_media
C01556,Fassi,Zineb,zineb.fassi536@menara.ma,1988-01-02,f,Fès,0668306519,2023-01-03,organic
C01557,Rachidi,Tariq,tariq.rachidi855@outlook.com,1968-01-02,h,errachidia,0692838528,Sep 06 2023,influencer
C01558,Drissi,Hicham,hicham.drissi456@menara.ma,1993-01-01,h,ERRACHIDIA,0688544364,2021-03-01,influencer
C01559,Chraibi,Aisha,aisha.chraibi849@hotmail.com,2009-01-01,f,Eljadida,0652737194,2021-02-03,paid_search
C01560,Drissi,Nabil,nabil.drissi125@outlook.com,2010-01-02,1,Rbat,0673660887,2021-09-21,influencer
C01561,Drissi,Sanaa,sanaa.drissi250@menara.ma,1944-01-02,F,el jadida,0677416019,2024-01-08,email
C01562,El Mansouri,Fatima,fatima.el mansouri307@yahoo.fr,2003-01-02,F,meknes,0660883906,31/03/2024,paid_search
C01563,Lahlou,Omar,omar.lahlou522@outlook.com,1966-01-02,1,tanger,0694105033,14/11/2021,influencer
C01564,Lahlou,Aisha,aisha.lahlou649@hotmail.com,1928-01-02,female,SAFI,0642132903,12/04/2023,social_media
C01565,Drissi,Sanaa,sanaa.drissi104@menara.ma,1925-01-01,f,nador,0678190403,06/05/2021,social_media
C01566,Fassi,Fatima,fatima.fassi558@outlook.com,1963-01-02,f,agadir,0649592252,28/12/2020,paid_search
C01567,Chaoui,Nadia,nadia.chaoui837@menara.ma,1932-01-02,Femme,nador,0654931009,Jan 01 2023,direct
C01568,Idrissi,Houda,houda.idrissi44@hotmail.com,1926-01-02,F,TNG,0675822380,2021-03-14,social_media
C01569,Gharbi,Houda,houda.gharbi433@yahoo.fr,1998-01-02,Femme,NADOR,0670839237,25/08/2020,referral
C01570,Karimi,Tariq,tariq.karimi814@yahoo.fr,1938-01-02,m,MEKNES,0644913752,24/11/2023,direct
C01571,Fassi,Tariq,tariq.fassi178@outlook.com,1933-01-01,h,EL JADIDA,0652936392,Mar 25 2024,organic
C01572,Karimi,Hicham,hicham.karimi551@menara.ma,1953-01-01,Homme,Tnja,0684194995,Feb 20 2023,influencer
C01573,Moussaoui,Adil,adil.moussaoui860@hotmail.com,2007-01-02,1,fes,0678082899,2022-10-07,paid_search
C01574,Lahlou,Rim,rim.lahlou985@outlook.com,1960-01-02,female,meknes,0643697896,2020-07-12,organic
C01575,Drissi,Tariq,tariq.drissi965@hotmail.com,1958-01-02,m,kenitra,0663136530,2020-09-29,influencer
C01576,Idrissi,Mohammed,mohammed.idrissi70@yahoo.fr,2001-01-01,h,Beni Mellal,0657794863,11/07/2022,organic
C01577,Idrissi,Soukaina,soukaina.idrissi68@gmail.com,1923-01-02,Femme,CASA,0631415919,2021-07-08,influencer
C01578,Tazi,Hicham,hicham.tazi659@gmail.com,1933-01-01,Homme,nador,0629353979,2024-03-17,paid_search
C01579,Tazi,Tariq,tariq.tazi487@yahoo.fr,1938-01-02,male,rabat,0660089292,Jun 09 2020,influencer
C01580,El Mansouri,Soukaina,ahmed.naciri998@hotmail.com,1984-01-02,female,casablanca,0681614472,2023-06-27,social_media
C01581,Senhaji,Houda,houda.senhaji442@gmail.com,1951-01-02,0,KENITRA,0670216892,23/11/2023,organic
C01582,Benali,Adil,adil.benali33@outlook.com,1961-01-01,male,Casa,0636386383,Apr 18 2022,referral
C01583,Karimi,Mohammed,mohammed.karimi477@menara.ma,1999-01-02,male,RABAT,0685576096,2020-01-26,paid_search
C01584,Ouali,Tariq,tariq.ouali92@yahoo.fr,1954-01-02,1,casablanca,0637406435,Jan 12 2023,referral
C01585,Senhaji,Nabil,nabil.senhaji484@gmail.com,1988-01-02,m,EL JADIDA,0652441437,24/12/2023,direct
C01586,Drissi,Soukaina,soukaina.drissi508@gmail.com,2003-01-02,f,MEKNES,0651123406,16/05/2021,social_media
C01587,Jamai,Adil,adil.jamai301@yahoo.fr,1929-01-01,male,RABAT,0634304645,Mar 15 2021,email
C01588,Filali,Youssef,youssef.filali748@gmail.com,1954-01-02,male,Oujda ,0613033850,02/03/2021,paid_search
C01589,Drissi,Sanaa,sanaa.drissi231@yahoo.fr,1952-01-02,Femme,Beni Mellal,0613235511,2023-10-18,email
