id_client_sk,id_client_nk,nom_complet,tranche_age,sexe,ville,region_admin,segment_client,canal_acquisition,date_debut,date_fin,est_actif
1362,C00392,Karim Senhaji,65+,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1363,C00393,Sara El Mansouri,65+,f,Casablanca,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
1364,C00394,Rachid Tazi,65+,m,Fès,Fès-Meknès,Gold,email,2026-06-01,9999-12-31,True
1365,C00395,Ahmed Filali,55-64,m,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1366,C00396,Khadija El Mansouri,<18,f,El Jadida,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
1367,C00400,Ayoub Karimi,65+,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1368,C00402,Mehdi Idrissi,25-34,m,Kenitra,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
1369,C00403,Tariq El Mansouri,65+,m,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
1370,C00404,Hassan Senhaji,25-34,m,Agadir,Souss-Massa,Gold,organic,2026-06-01,9999-12-31,True
1371,C00408,Mohammed Naciri,35-44,m,Casablanca,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
1372,C00411,Omar Jamai,45-54,m,Oujda,Oriental,Bronze,social_media,2026-06-01,9999-12-31,True
1373,C00415,Amine Jamai,25-34,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
1374,C00416,Tariq Rachidi,65+,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
1375,C00419,Imane Chaoui,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,social_media,2026-06-01,9999-12-31,True
1376,C00420,Tariq Benali,25-34,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1377,C00423,Nadia Chaoui,<18,f,Agadir,Souss-Massa,Gold,influencer,2026-06-01,9999-12-31,True
1378,C00424,Omar Karimi,65+,m,Meknès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1379,C00428,Soukaina Benali,18-24,f,Rabat,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
1380,C00429,Soukaina Karimi,<18,f,Béni Mellal,Béni Mellal-Khénifra,Gold,referral,2026-06-01,9999-12-31,True
1381,C00430,Mohammed Jamai,25-34,m,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
1382,C00432,Hassan Drissi,65+,m,Agadir,Souss-Massa,Gold,referral,2026-06-01,9999-12-31,True
1383,C00434,Houda Fassi,<18,f,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
1384,C00435,Ayoub Ouali,<18,m,Meknès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1385,C00436,Omar El Mansouri,35-44,m,Meknès,Fès-Meknès,Gold,email,2026-06-01,9999-12-31,True
1386,C00437,Zineb Fassi,25-34,f,Agadir,Souss-Massa,Silver,referral,2026-06-01,9999-12-31,True
1387,C00438,Houda Ziani,65+,f,Agadir,Souss-Massa,Gold,paid_search,2026-06-01,9999-12-31,True
1388,C00440,Hassan Moussaoui,55-64,m,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1389,C00441,Adil El Mansouri,65+,m,Fès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
1390,C00445,Youssef Alami,65+,m,Casablanca,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1391,C00446,Khadija Fassi,55-64,f,Rabat,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
1392,C00447,Nabil Senhaji,18-24,m,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
1393,C00449,Khadija Benali,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,influencer,2026-06-01,9999-12-31,True
1394,C00450,Nadia Fassi,65+,f,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1395,C00451,Soukaina Bensaid,18-24,f,Rabat,Rabat-Salé-Kénitra,Silver,organic,2026-06-01,9999-12-31,True
1396,C00454,Fatima Chraibi,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,paid_search,2026-06-01,9999-12-31,True
1397,C00455,Nadia El Mansouri,<18,f,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
1398,C00458,Leila Benali,65+,f,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
1399,C00459,Rim Chraibi,45-54,f,Nador,Oriental,Gold,email,2026-06-01,9999-12-31,True
1400,C00460,Hajar Filali,45-54,f,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
1401,C00461,Rachid Chaoui,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
1402,C00462,Aisha Benali,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
1403,C00464,Aisha Ziani,18-24,f,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
1404,C00465,Youssef Tazi,55-64,m,Meknès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
1405,C00474,Hassan Benali,65+,m,Rabat,Rabat-Salé-Kénitra,Silver,email,2026-06-01,9999-12-31,True
1406,C00479,Leila Jamai,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
1407,C00480,Tariq Rachidi,45-54,m,Oujda,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1408,C00481,Amine Benali,65+,m,Meknès,Fès-Meknès,Gold,organic,2026-06-01,9999-12-31,True
1409,C00482,Nabil Naciri,65+,m,Meknès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
1410,C00484,Houda Idrissi,<18,f,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
1411,C00485,Yasmine Benali,55-64,f,Nador,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
1412,C00486,Leila Tazi,<18,f,Agadir,Souss-Massa,Gold,email,2026-06-01,9999-12-31,True
1413,C00489,Hassan Naciri,65+,m,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
1414,C00490,Houda Ziani,65+,f,Meknès,Fès-Meknès,Silver,email,2026-06-01,9999-12-31,True
1415,C00491,Adil Idrissi,18-24,m,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
1416,C00493,Samir Karimi,35-44,m,Casablanca,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
1417,C00495,Sanaa Drissi,65+,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
1418,C00498,Imane Tazi,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
1419,C00499,Youssef Gharbi,55-64,m,El Jadida,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
1420,C00500,Sara Tazi,35-44,f,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
1421,C00501,Meryem Ouali,45-54,f,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1422,C00502,Mohammed Drissi,65+,m,Meknès,Fès-Meknès,Bronze,paid_search,2026-06-01,9999-12-31,True
1423,C00504,Houda Chraibi,65+,f,Fès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1424,C00506,Soukaina Rachidi,35-44,f,Fès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1425,C00507,Amine Ouali,<18,m,Marrakech,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
1426,C00508,Sara Jamai,25-34,f,Rabat,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
1427,C00509,Ahmed Alami,25-34,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
1428,C00511,Khadija Lahlou,65+,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
1429,C00512,Nabil Gharbi,<18,m,Errachidia,Drâa-Tafilalet,Gold,paid_search,2026-06-01,9999-12-31,True
1430,C00514,Meryem Benali,65+,f,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
1431,C00515,Leila Chaoui,<18,f,Oujda,Oriental,Gold,organic,2026-06-01,9999-12-31,True
1432,C00516,Amine Moussaoui,35-44,m,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1433,C00517,Omar Naciri,65+,m,El Jadida,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
1434,C00518,Zineb Senhaji,45-54,f,Fès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
1435,C00519,Rachid Filali,25-34,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Silver,influencer,2026-06-01,9999-12-31,True
1436,C00520,Soukaina Ouali,45-54,f,El Jadida,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
1437,C00522,Rachid Naciri,25-34,m,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1438,C00524,Soukaina Ziani,55-64,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
1439,C00525,Ayoub Chaoui,65+,m,Meknès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1440,C00528,Khadija Moussaoui,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
1441,C00530,Rim Tazi,35-44,f,Fès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1442,C00531,Yasmine Ziani,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Gold,influencer,2026-06-01,9999-12-31,True
1443,C00534,Rim Tazi,<18,f,Agadir,Souss-Massa,Gold,paid_search,2026-06-01,9999-12-31,True
1444,C00535,Rim Filali,25-34,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1445,C00537,Omar Idrissi,65+,m,Béni Mellal,Béni Mellal-Khénifra,Gold,direct,2026-06-01,9999-12-31,True
1446,C00538,Hassan El Mansouri,<18,m,Safi,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
1447,C00539,Yasmine Filali,55-64,f,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
1448,C00540,Hassan Gharbi,65+,m,Marrakech,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
1449,C00543,Mehdi Chraibi,55-64,m,Safi,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
1450,C00544,Soukaina Jamai,55-64,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
1451,C00546,Soukaina Ouali,35-44,f,Béni Mellal,Béni Mellal-Khénifra,Gold,social_media,2026-06-01,9999-12-31,True
1452,C00547,Hicham Jamai,25-34,m,Marrakech,Marrakech-Safi,Silver,email,2026-06-01,9999-12-31,True
1453,C00550,Sara Tazi,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
1454,C00551,Aisha Karimi,45-54,f,Marrakech,Marrakech-Safi,Silver,referral,2026-06-01,9999-12-31,True
1455,C00553,Sara Ouali,18-24,f,Béni Mellal,Béni Mellal-Khénifra,Gold,influencer,2026-06-01,9999-12-31,True
1456,C00554,Ahmed Lahlou,35-44,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
1457,C00556,Ahmed Ouali,65+,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
1458,C00558,Aisha Alami,45-54,f,Marrakech,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
1459,C00559,Karim Filali,55-64,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1460,C00560,Khadija Fassi,65+,f,Errachidia,Drâa-Tafilalet,Gold,organic,2026-06-01,9999-12-31,True
1461,C00563,Sara Fassi,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
1462,C00571,Sanaa Ouali,55-64,f,Rabat,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
1463,C00572,Soukaina Rachidi,25-34,f,Rabat,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
1464,C00574,Houda Drissi,45-54,f,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1465,C00575,Nabil Benali,25-34,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
1466,C00577,Ahmed Gharbi,55-64,m,Rabat,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
1467,C00578,Rim Filali,35-44,f,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
1468,C00580,Samir Chraibi,<18,m,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
1469,C00581,Fatima Idrissi,65+,f,Errachidia,Drâa-Tafilalet,Gold,influencer,2026-06-01,9999-12-31,True
1470,C00582,Ayoub Jamai,25-34,m,Marrakech,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
1471,C00586,Yasmine El Mansouri,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
1472,C00591,Adil El Mansouri,25-34,m,El Jadida,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
1473,C00593,Omar Bensaid,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
1474,C00595,Fatima Senhaji,25-34,f,Marrakech,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
1475,C00596,Houda Filali,18-24,f,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
1476,C00598,Meryem Naciri,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
1477,C00599,Hassan Ziani,35-44,m,Kenitra,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
1478,C00601,Sanaa Chraibi,35-44,f,Casablanca,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1479,C00604,Soukaina Moussaoui,18-24,f,Errachidia,Drâa-Tafilalet,Gold,paid_search,2026-06-01,9999-12-31,True
1480,C00605,Houda Fassi,35-44,f,Fès,Fès-Meknès,Gold,email,2026-06-01,9999-12-31,True
1481,C00609,Fatima Naciri,65+,f,Nador,Oriental,Gold,organic,2026-06-01,9999-12-31,True
1482,C00610,Mohammed Idrissi,65+,m,Casablanca,Casablanca-Settat,Bronze,organic,2026-06-01,9999-12-31,True
1483,C00611,Omar Fassi,18-24,m,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1484,C00612,Leila Drissi,55-64,f,Casablanca,Casablanca-Settat,Gold,organic,2026-06-01,9999-12-31,True
1485,C00613,Mohammed Benali,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
1486,C00614,Mehdi Benali,65+,m,El Jadida,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
1487,C00619,Adil Chaoui,65+,m,Safi,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
1488,C00620,Rachid Benali,<18,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1489,C00622,Samir Ziani,35-44,m,Fès,Fès-Meknès,Gold,social_media,2026-06-01,9999-12-31,True
1490,C00627,Zineb Senhaji,<18,f,Meknès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
1491,C00628,Omar Hajji,35-44,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1492,C00629,Meryem Chaoui,35-44,f,Meknès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1493,C00632,Leila Bensaid,45-54,f,Oujda,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1494,C00633,Hicham Moussaoui,35-44,m,El Jadida,Casablanca-Settat,Gold,email,2026-06-01,9999-12-31,True
1495,C00634,Karim Gharbi,65+,m,Rabat,Rabat-Salé-Kénitra,Gold,organic,2026-06-01,9999-12-31,True
1496,C00635,Soukaina Filali,<18,f,Marrakech,Marrakech-Safi,Gold,organic,2026-06-01,9999-12-31,True
1497,C00638,Leila Hajji,65+,f,Agadir,Souss-Massa,Gold,social_media,2026-06-01,9999-12-31,True
1498,C00640,Nadia Gharbi,65+,f,Agadir,Souss-Massa,Gold,organic,2026-06-01,9999-12-31,True
1499,C00642,Zineb Moussaoui,<18,f,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
1500,C00643,Nabil Gharbi,25-34,m,El Jadida,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
1501,C00648,Ayoub Hajji,<18,m,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
1502,C00649,Nabil Fassi,55-64,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,organic,2026-06-01,9999-12-31,True
1503,C00650,Omar Drissi,55-64,m,Fès,Fès-Meknès,Bronze,email,2026-06-01,9999-12-31,True
1504,C00651,Fatima Chaoui,65+,f,El Jadida,Casablanca-Settat,Gold,referral,2026-06-01,9999-12-31,True
1505,C00652,Rim Moussaoui,<18,f,Casablanca,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
1506,C00653,Meryem Chraibi,<18,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1507,C00657,Samir El Mansouri,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
1508,C00659,Zineb Naciri,65+,f,Oujda,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1509,C00664,Mohammed Drissi,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
1510,C00665,Meryem Tazi,25-34,f,El Jadida,Casablanca-Settat,Gold,direct,2026-06-01,9999-12-31,True
1511,C00666,Hajar Jamai,<18,f,Oujda,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
1512,C00671,Karim Karimi,25-34,m,Casablanca,Casablanca-Settat,Gold,direct,2026-06-01,9999-12-31,True
1513,C00672,Meryem Naciri,55-64,f,Safi,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
1514,C00673,Houda Bensaid,65+,f,Marrakech,Marrakech-Safi,Gold,influencer,2026-06-01,9999-12-31,True
1515,C00674,Youssef Rachidi,65+,m,Errachidia,Drâa-Tafilalet,Gold,social_media,2026-06-01,9999-12-31,True
1516,C00675,Omar Fassi,18-24,m,Errachidia,Drâa-Tafilalet,Gold,direct,2026-06-01,9999-12-31,True
1517,C00682,Nadia Filali,55-64,f,Agadir,Souss-Massa,Bronze,email,2026-06-01,9999-12-31,True
1518,C00684,Nadia El Mansouri,65+,f,Béni Mellal,Béni Mellal-Khénifra,Gold,influencer,2026-06-01,9999-12-31,True
1519,C00685,Amine Naciri,65+,m,Casablanca,Casablanca-Settat,Gold,direct,2026-06-01,9999-12-31,True
1520,C00686,Leila Benali,65+,f,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1521,C00687,Nadia Chraibi,25-34,f,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1522,C00689,Amine Alami,65+,m,Kenitra,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
1523,C00693,Omar Benali,25-34,m,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1524,C00695,Rim Chraibi,65+,f,Oujda,Oriental,Gold,organic,2026-06-01,9999-12-31,True
1525,C00696,Ahmed Idrissi,18-24,m,Agadir,Souss-Massa,Gold,social_media,2026-06-01,9999-12-31,True
1526,C00698,Meryem Idrissi,55-64,f,El Jadida,Casablanca-Settat,Gold,influencer,2026-06-01,9999-12-31,True
1527,C00699,Zineb Ziani,65+,f,Oujda,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1528,C00700,Hajar Hajji,65+,f,Kenitra,Rabat-Salé-Kénitra,Gold,direct,2026-06-01,9999-12-31,True
1529,C00703,Ayoub Alami,45-54,m,Tanger,Tanger-Tétouan-Al Hoceïma,Silver,influencer,2026-06-01,9999-12-31,True
1530,C00704,Youssef Chaoui,65+,m,Rabat,Rabat-Salé-Kénitra,Gold,social_media,2026-06-01,9999-12-31,True
1531,C00707,Ahmed Naciri,25-34,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1532,C00709,Fatima Lahlou,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Gold,paid_search,2026-06-01,9999-12-31,True
1533,C00711,Youssef El Mansouri,<18,m,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,email,2026-06-01,9999-12-31,True
1534,C00712,Aisha Naciri,45-54,f,Safi,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
1535,C00718,Samir Bensaid,65+,m,Béni Mellal,Béni Mellal-Khénifra,Gold,referral,2026-06-01,9999-12-31,True
1536,C00719,Nadia Rachidi,25-34,f,Kenitra,Rabat-Salé-Kénitra,Gold,referral,2026-06-01,9999-12-31,True
1537,C00721,Fatima Ziani,<18,f,Casablanca,Casablanca-Settat,Silver,referral,2026-06-01,9999-12-31,True
1538,C00722,Houda Bensaid,35-44,f,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1539,C00723,Imane Hajji,18-24,f,Marrakech,Marrakech-Safi,Gold,email,2026-06-01,9999-12-31,True
1540,C00724,Hassan Benali,25-34,m,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1541,C00725,Hajar El Mansouri,65+,f,Fès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1542,C00726,Nabil Moussaoui,65+,m,Fès,Fès-Meknès,Gold,influencer,2026-06-01,9999-12-31,True
1543,C00727,Sara Ouali,25-34,f,Meknès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
1544,C00730,Sara Chraibi,65+,f,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1545,C00734,Sara Filali,25-34,f,Nador,Oriental,Gold,influencer,2026-06-01,9999-12-31,True
1546,C00736,Adil Moussaoui,65+,m,Rabat,Rabat-Salé-Kénitra,Gold,paid_search,2026-06-01,9999-12-31,True
1547,C00740,Rachid Bensaid,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,paid_search,2026-06-01,9999-12-31,True
1548,C00742,Mehdi Fassi,65+,m,Errachidia,Drâa-Tafilalet,Gold,email,2026-06-01,9999-12-31,True
1549,C00743,Mehdi Moussaoui,18-24,m,Rabat,Rabat-Salé-Kénitra,Gold,influencer,2026-06-01,9999-12-31,True
1550,C00746,Tariq Rachidi,<18,m,Oujda,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1551,C00747,Sara Filali,25-34,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,influencer,2026-06-01,9999-12-31,True
1552,C00748,Hassan Fassi,<18,m,El Jadida,Casablanca-Settat,Gold,social_media,2026-06-01,9999-12-31,True
1553,C00751,Sanaa Chaoui,65+,f,Nador,Oriental,Gold,email,2026-06-01,9999-12-31,True
1554,C00752,Houda Naciri,55-64,f,Agadir,Souss-Massa,Gold,paid_search,2026-06-01,9999-12-31,True
1555,C00755,Leila Moussaoui,65+,f,Casablanca,Casablanca-Settat,Gold,paid_search,2026-06-01,9999-12-31,True
1556,C00757,Adil Filali,25-34,m,Oujda,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
1557,C00758,Samir Idrissi,55-64,m,Fès,Fès-Meknès,Gold,direct,2026-06-01,9999-12-31,True
1558,C00760,Fatima El Mansouri,55-64,f,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
1559,C00761,Mohammed Gharbi,35-44,m,Fès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1560,C00762,Karim Lahlou,25-34,m,Oujda,Oriental,Gold,paid_search,2026-06-01,9999-12-31,True
1561,C00763,Aisha Fassi,35-44,f,Oujda,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1562,C00764,Hajar Bensaid,25-34,f,Tétouan,Tanger-Tétouan-Al Hoceïma,Gold,referral,2026-06-01,9999-12-31,True
1563,C00768,Mehdi Moussaoui,65+,m,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1564,C00770,Samir Ziani,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Bronze,email,2026-06-01,9999-12-31,True
1565,C00771,Omar Chraibi,45-54,m,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1566,C00773,Yasmine Gharbi,18-24,f,Fès,Fès-Meknès,Gold,paid_search,2026-06-01,9999-12-31,True
1567,C00774,Youssef Jamai,18-24,m,Agadir,Souss-Massa,Gold,social_media,2026-06-01,9999-12-31,True
1568,C00776,Hassan Idrissi,65+,m,Béni Mellal,Béni Mellal-Khénifra,Gold,social_media,2026-06-01,9999-12-31,True
1569,C00778,Imane Karimi,65+,f,Errachidia,Drâa-Tafilalet,Gold,referral,2026-06-01,9999-12-31,True
1570,C00779,Khadija Naciri,65+,f,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
1571,C00780,Leila Chaoui,25-34,f,Béni Mellal,Béni Mellal-Khénifra,Bronze,influencer,2026-06-01,9999-12-31,True
1572,C00782,Rim Naciri,65+,f,Marrakech,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
1573,C00783,Khadija Moussaoui,65+,f,Marrakech,Marrakech-Safi,Gold,referral,2026-06-01,9999-12-31,True
1574,C00784,Karim Chraibi,65+,m,Agadir,Souss-Massa,Gold,email,2026-06-01,9999-12-31,True
1575,C00790,Imane Moussaoui,65+,f,Safi,Marrakech-Safi,Gold,social_media,2026-06-01,9999-12-31,True
1576,C00793,Sanaa Idrissi,25-34,f,Oujda,Oriental,Gold,email,2026-06-01,9999-12-31,True
1577,C00798,Mohammed Filali,45-54,m,Nador,Oriental,Gold,referral,2026-06-01,9999-12-31,True
1578,C00800,Zineb Rachidi,65+,f,Meknès,Fès-Meknès,Gold,referral,2026-06-01,9999-12-31,True
1579,C00801,Aisha Idrissi,65+,f,Agadir,Souss-Massa,Gold,direct,2026-06-01,9999-12-31,True
1580,C00804,Khadija Lahlou,<18,f,Nador,Oriental,Gold,direct,2026-06-01,9999-12-31,True
1581,C00807,Hassan Hajji,<18,m,Oujda,Oriental,Gold,social_media,2026-06-01,9999-12-31,True
1582,C00809,Meryem Fassi,<18,f,Errachidia,Drâa-Tafilalet,Bronze,paid_search,2026-06-01,9999-12-31,True
1583,C00814,Mehdi Drissi,65+,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,social_media,2026-06-01,9999-12-31,True
1584,C00817,Rachid Naciri,25-34,m,Tanger,Tanger-Tétouan-Al Hoceïma,Gold,direct,2026-06-01,9999-12-31,True
1585,C00819,Meryem Chaoui,55-64,f,Marrakech,Marrakech-Safi,Gold,direct,2026-06-01,9999-12-31,True
1586,C00820,Houda Rachidi,65+,f,Rabat,Rabat-Salé-Kénitra,Gold,email,2026-06-01,9999-12-31,True
